Run!	Fugi!
Please turn off the lights when you leave the room.	Te rog stinge lumina când pleci din cameră.
She asked if she could use the phone, so I let her.	M-a întrebat dacă poate folosi telefonul, aşa că am lăsat-o.
She made it plain that she wanted to go to college.	Ea a spus clar că vrea să meargă la facultate.
She was only 18 when she graduated from university.	Avea doar 18 ani când a absolvit universitatea.
She went to see him while he was staying in Boston.	Ea s-a dus să-l vadă câtă vreme el a stat în Boston.
She wrote him a long letter, but he didn't read it.	I-a scris o scrisoare lungă, dar el nu a citit-o.
Thanks for accepting my friend request on Facebook.	Îți mulțumesc că mi-ai acceptat cererea de prietenie pe Facebook.
The baby was sleeping soundly in his mother's arms.	Bebelușul dormea profund în brațele mamei sale.
The big ugly tree destroys the beauty of the house.	Copacul, mare şi urât, distruge frumuseţea casei.
The boy gave up his seat to the old man on the bus.	Băiatul, în autobuz, i-a cedat locul său unui om bătrân.
The civilian unrest is showing no signs of abating.	Tulburările civile nu dau semne de atenuare.
The doctor gave him some drugs to relieve the pain.	Doctorul i-a dat unele medicamente pentru a îi calma durerea.
The doctor gave him some drugs to relieve the pain.	Doctorul i-a dat niște medicamente pentru a-i calma durerea.
The last time I saw Tom he was as drunk as a skunk.	Ultima oară când l-am văzut pe Tom era beat criță.
The last time I saw Tom he was walking on crutches.	Ultima dată când l-am văzut pe Tom mergea în cârje.
The manager opened the door and identified himself.	Managerul a deschis ușa și s-a legitimat.
The region is relatively rich in mineral resources.	Regiunea este relativ bogată în resurse minerale.
There's something about Tom that gets on my nerves.	E ceva cu Tom care mă calcă pe nervi.
They stayed married for the sake of their children.	Au rămas căsătoriți de dragul copiilor lor.
They took enough provisions for three years at sea.	Au luat suficiente provizii pentru trei ani petrecuți pe mare.
Tom doesn't know why Mary didn't come to the party.	Tom nu știe de ce Mary nu a venit la petrecere.
Tom doesn't like to hang out with people who smoke.	Lui Tom nu-i place să-și petreacă timpul cu oamenii care fumează.
Tom doesn't mind the cold, but Mary can't stand it.	Pe Tom nu-l deranjează frigul, dar Mary nu-l poate suporta.
Tom drew a happy face on the cover of his notebook.	Tom a desenat o față veselă pe coperta caietului său.
Tom has been living in Boston for almost ten years.	Toma a trăit în Boston pentru aproape zece ani.
Tom lay awake almost all night thinking about Mary.	Tom a stat treaz aproape toată noaptea gândindu-se la Mary.
Tom said he had to tell someone about his problems.	Tom a zis că a trebuit să spună cuiva despre problemele sale.
Tom said he was ready to do whatever was necessary.	Tom a spus că este gata să facă tot ce este necesar.
We didn't run fast, but kept up a good steady pace.	Noi nu am alergat repede, doar am ținut un ritm constant.
We now know that the testimony he gave was coerced.	Acum știm că mărturia pe care a dat-o a fost una forțată.
We'll just have to wait and see how things pan out.	Trebuie să așteptăm și să vedem cum evoluează lucrurile.
Whether the medicine will work or not is uncertain.	Eficiența medicamentului este incertă.
Do you think a little salt would improve the flavor?	Crezi că un pic de sare ar îmbunătăţi gustul?
Don't translate English into Japanese word for word.	Nu traduceţi din engleză în japoneză cuvânt cu cuvânt.
French people don't think of anything as impossible.	Francezii nu se gândesc la un lucru ca fiind imposibil.
He was strong enough to help his father on the farm.	Era destul de puternic pentru a-şi ajuta tatăl la fermă.
He was thinking about his work with his eyes closed.	Se gândea la munca sa cu ochii închişi.
Hey, I may have no money, but I still have my pride.	Hei, aș putea să nu am niciun ban, dar încă mai am mândrie.
I think it's time for me to get a new email address.	Cred că a venit vremea pentru mine să-mi iau o nouă adresă de email.
I was late for the meeting because of a traffic jam.	Am întârziat la întâlnire din cauza ambuteiajului.
I would like to give him a present for his birthday.	Aș dori să-i dau un cadou de ziua lui.
I'm looking for an easy-to-read manga with furigana.	Caut o revistă de benzi desenate uşor de citit, scrisă cu furigana.
I'm quite certain I don't want to be married to you.	Sunt destul de sigur că nu vreau să mă căsătoresc cu tine.
I've heard that Tom buys things on the black market.	Am auzit că Tom cumpără lucruri de pe piaţa neagră.
Japan, for the most part, is a lovely place to live.	Japonia, în cea mai mare parte, este un loc minunat pentru a trăi.
Let's have dinner before we go to the baseball game.	Hai să servim cina înainte de a merge la meciul de baseball.
Many goods are transported across the globe by ship.	Multe bunuri sunt transportate cu vaporul în jurul globului.
Most accidents happen within 10 miles of your house.	Majoritatea accidentelor au loc la cel mult 10 mile distanţă de casa ta.
Please don't allow the children to play with knives.	Te rog, nu le permite copiilor să se joace cu cuțitele.
Poyang Lake is the largest freshwater lake in China.	Lacul Poyang este cel mai mare lac de apă dulce din China.
The government collapsed after a vote in parliament.	Guvernul a căzut după un vot în parlament.
The mother and daughter represented two generations.	Mama și fiica reprezentau două generații.
The next morning, the snowman had completely melted.	Dimineața următoare, omul de zăpadă se topise complet.
The only country Tom has ever lived in is Australia.	Singura țară în care Tom a locuit este Australia.
The people of America fought for their independence.	Americanii au luptat pentru independenţă.
The police were at Tom's door with a search warrant.	Poliția era la ușa lui Tom cu un mandat de percheziție.
Their modest income doesn't allow for many luxuries.	Modestul lor venit nu le permite multe luxuri.
There's no way that Tom will ever be able to juggle.	Sub nicio formă va putea Tom vreodată să jongleze.
There's no way that Tom will ever be able to juggle.	Sub nicio formă Tom va putea vreodată să jongleze.
There's no way that Tom will ever be able to juggle.	Sub nicio formă va putea vreodată Tom să jongleze.
Tom and Mary almost always play tennis after school.	Tom și Mary aproape întotdeauna joacă tenis după școală.
Tom and Mary always play tennis on Saturday morning.	Tom și Mary întotdeauna joacă tenis sâmbătă de dimineață.
Tom doesn't like to be kept waiting for a long time.	Lui Tom nu-i place să fie ținut în așteptare pentru mult timp.
Tom's barely coping with his workload at the moment.	În acest moment, Tom de-abia se descurcă cu volumul mare de muncă.
We could see the helicopter hovering above the pond.	Noi puteam vedea elicopterul zburând deasupra lacului.
We could see the lights of the town in the distance.	Puteam vedea în depărtare luminile oraşului.
We often come across Japanese tourists in this area.	Noi adesea dăm peste turiștii japonezi în această zonă.
We often come across Japanese tourists in this area.	De multe ori, întâlnim turiști japonezi în acestă zonă.
Why don't we see if Tom wants to play cards with us?	Ce-ar fi să vedem dacă Tom vrea să joace cărți cu noi?
A number of traffic accidents have happened recently.	O serie de accidente rutiere au avut loc recent.
A selfish man thinks of nothing but his own feelings.	Un om egoist nu se gândește la nimic altceva decât la propriile sale sentimente.
A selfish man thinks of nothing but his own feelings.	Un om egoist se gândește doar la sentimentele sale.
Are you seriously thinking about buying that old car?	Te gândești serios să cumperi mașina aia veche?
Certain smells can easily trigger childhood memories.	Anumite mirosuri pot declanșa cu ușurință amintiri din copilărie.
Don't tell Tom about what we plan to do next weekend.	Nu-i spune lui Tom despre ce plănuim noi să facem weekendul viitor.
Giving advice to him is like talking to a brick wall.	Să-i dai lui un sfat e ca și cum ai vorbi cu un perete de cărămidă.
He tried to be brave while he was being held hostage.	A încercat să fie curajos în timp ce era ţinut ostatic.
I can't promise a reply, but you can send mail to me.	Nu promit că răspund, dar îmi puteţi trimite mesaje.
I have absolutely no intention of paying ten dollars.	Nu am absolut nicio intenție să plătesc zece dolari.
I prefer living in the country to living in the city.	Prefer să locuiesc la ţară decât la oraş.
I speak French to my father and English to my mother.	Vorbesc în franceză cu tatăl meu și în engleză cu mama mea.
I told him, once for all, that I would not marry him.	I-am spus, odată pentru totdeauna, că nu mă voi căsători cu el.
I was the second to last person to hear the bad news.	Am fost penultima persoană care a auzit veștile rele.
If it weren't for her help, I would not be alive now.	Daca nu m-ar fi ajutat ea, nu aş mai trăi acum.
It sounds like the faucet in the kitchen is dripping.	Se pare că robinetul din bucătărie picură.
Last year, the company was sold to private investors.	Anul trecut compania a fost vândută investitorilor privați.
Let's find a solution that is acceptable to everyone.	Hai să găsim o soluție care este acceptabilă pentru fiecare.
Mathematics is not just the memorization of formulas.	Matematica nu înseamnă doar memorarea formulelor.
Nobody noticed that the picture was hung upside down.	Nimeni nu a observat că tabloul a fost agățat cu susul în jos.
People usually don't like what they can't understand.	De obicei oamenilor nu le place ceea ce ei nu pot înțelege.
