"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EncPorchSF","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SalePrice"
"823",823,"60","RL",75,11404,NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd","BrkFace",202,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","ALQ",252,"Unf",0,901,1153,"GasA","AboveAvg","Y","SBrkr",1153,878,0,2031,0,0,2,1,3,1,"AboveAvg",8,"Typ",1,"Avg","Attchd",1998,"Fin",2,541,"Avg","Avg","Y",192,84,0,0,NA,NA,NA,0,7,2008,"WD",222500
"824",824,"20","RL",70,8176,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1958,1992,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",846,"Unf",0,210,1056,"GasA","BelowAvg","Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1958,"RFn",1,308,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,8,2007,"WD",139000
"825",825,"30","RM",50,5784,NA,"Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1Story",5,8,1938,1996,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","BrkTil","BelowAvg","Avg","No","Unf",0,"Unf",0,190,190,"GasA","AboveAvg","Y","FuseA",886,0,0,886,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Attchd",1938,"Unf",1,273,"Avg","Avg","Y",144,20,80,0,NA,NA,NA,0,12,2009,"WD",91300
"826",826,"20","RL",72,10665,NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",167,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1013,"Unf",0,440,1453,"GasA","AboveAvg","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2003,"RFn",2,558,"Avg","Avg","Y",144,29,0,0,NA,NA,NA,0,6,2007,"WD",226000
"827",827,"60","RL",NA,9453,NA,"IR1","Lvl","CulDSac","Gtl","SawyerW","RR","1Fam","2Story",7,7,1993,2003,"Gable","HdBoard","HdBoard","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","BLQ",402,"Unf",0,594,996,"GasA","AboveAvg","Y","SBrkr",1014,730,0,1744,0,0,2,1,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",1993,"RFn",2,457,"Avg","Avg","Y",370,70,238,0,NA,NA,NA,0,2,2010,"WD",194500
"828",828,"20","RL",60,9600,NA,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",4,7,1950,1995,"Gable","VinylSd","HdBoard","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","No","BLQ",442,"Unf",0,625,1067,"GasA","Avg","Y","SBrkr",1067,0,0,1067,0,0,2,0,2,1,"AboveAvg",4,"Min2",0,NA,"Attchd",1996,"Unf",2,436,"Avg","Avg","Y",290,0,0,0,NA,NA,NA,0,2,2010,"WD",128000
"829",829,"30","RL",60,8400,NA,"Reg","Bnk","Inside","Gtl","other","Norm","1Fam","1Story",2,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","BelowAvg","No","Rec",290,"Unf",0,0,290,"GasA","Avg","N","FuseF",438,0,0,438,0,0,1,0,1,1,"BelowAvg",3,"Typ",0,NA,"Detchd",1930,"Unf",1,246,"Avg","Avg","N",0,0,0,0,NA,NA,NA,0,1,2009,"WD",60000
"830",830,"20","RL",110,14230,NA,"Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",640,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1566,1566,"GasA","AboveAvg","Y","SBrkr",1600,0,0,1600,0,0,2,0,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2007,"RFn",3,890,"Avg","Avg","Y",0,56,0,0,NA,NA,NA,0,7,2009,"WD",256300
"831",831,"20","RL",80,9920,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1954,1954,"Gable","HdBoard","HdBoard","Stone",110,"Avg","Avg","CBlock","Avg","Avg","No","Rec",354,"LwQ",290,412,1056,"GasA","Avg","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1954,"RFn",1,280,"Avg","Avg","Y",0,0,164,0,NA,"MnPrv",NA,0,2,2010,"WD",128000
"832",832,"120","RL",34,5063,NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",166,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",904,"Unf",0,410,1314,"GasA","AboveAvg","Y","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"AboveAvg",6,"Typ",1,"AboveAvg","Attchd",2008,"RFn",2,626,"Avg","Avg","Y",172,62,0,0,NA,NA,NA,0,4,2009,"other",207500
"833",833,"20","RL",78,9360,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1972,2006,"Hip","Plywood","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",982,"Unf",0,179,1161,"GasA","Avg","Y","SBrkr",1381,0,0,1381,1,0,1,1,3,1,"AboveAvg",5,"Typ",1,"Avg","Attchd",1972,"RFn",2,676,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,3,2010,"WD",197500
"834",834,"20","RL",75,9937,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,7,1964,1999,"Hip","MetalSd","MetalSd","None",0,"Avg","AboveAvg","PConc","Avg","Avg","No","BLQ",637,"Unf",0,849,1486,"GasA","AboveAvg","Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,"Avg",7,"Typ",0,NA,"Detchd",1968,"Fin",2,480,"Avg","Avg","Y",0,0,0,0,NA,"MnPrv",NA,0,3,2009,"WD",167000
"835",835,"20","RL",50,7207,NA,"IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,1958,2008,"Gable","Wd Sdng","Plywood","None",0,"Avg","AboveAvg","CBlock","Avg","Avg","Gd","BLQ",696,"Unf",0,162,858,"GasA","AboveAvg","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"Avg",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",117,0,0,0,NA,NA,NA,0,2,2010,"WD",116500
"836",836,"50","RM",98,8820,NA,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",5,6,1890,1996,"Hip","VinylSd","VinylSd","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","LwQ",1088,"Unf",0,0,1088,"GasA","Avg","Y","SBrkr",1188,561,120,1869,0,0,1,0,2,1,"Avg",7,"Typ",0,NA,"Detchd",1963,"Unf",2,456,"Avg","Avg","Y",48,0,244,0,NA,"MnWw",NA,0,9,2009,"WD",124900
"837",837,"120","RL",44,6442,NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",178,"AboveAvg","Avg","PConc","AboveAvg","AboveAvg","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","AboveAvg","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"AboveAvg",6,"Typ",1,"AboveAvg","Attchd",2006,"RFn",2,484,"Avg","Avg","Y",120,49,0,0,NA,NA,NA,0,10,2007,"WD",202500
"838",838,"20","RL",36,15523,NA,"IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",5,6,1972,1972,"Gable","HdBoard","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","Av","BLQ",460,"Unf",0,404,864,"GasA","AboveAvg","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"Avg",5,"Typ",1,"BelowAvg","Attchd",1972,"Unf",1,338,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,8,2009,"WD",133500
"839",839,"20","RL",60,6600,NA,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,8,1982,2003,"Gable","HdBoard","HdBoard","None",0,"Avg","AboveAvg","PConc","Avg","AboveAvg","No","GLQ",816,"Unf",0,0,816,"GasA","AboveAvg","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1985,"Fin",2,816,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,6,2008,"WD",138000
"840",840,"20","RL",88,12803,NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",99,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","GLQ",922,"Unf",0,572,1494,"GasA","AboveAvg","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"AboveAvg",6,"Typ",1,"Avg","Attchd",2002,"RFn",2,530,"Avg","Avg","Y",192,36,0,0,NA,NA,NA,0,9,2008,"WD",221000
"841",841,"30","RL",50,5330,NA,"Reg","HLS","Inside","Gtl","BrkSide","Norm","1Fam","1Story",4,7,1940,1950,"Hip","VinylSd","VinylSd","None",0,"BelowAvg","Avg","CBlock","Avg","Avg","No","LwQ",280,"Unf",0,140,420,"GasA","AboveAvg","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"BelowAvg",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",164,0,0,0,NA,NA,NA,0,12,2009,"WD",82500
"842",842,"20","RL",NA,14781,NA,"IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Hip","VinylSd","VinylSd","BrkFace",178,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","Unf",0,"Unf",0,1753,1753,"GasA","AboveAvg","Y","SBrkr",1787,0,0,1787,0,0,2,0,3,1,"AboveAvg",7,"Typ",1,"Avg","Attchd",2001,"RFn",3,748,"Avg","Avg","Y",198,150,0,0,NA,NA,NA,0,8,2006,"WD",275000
"843",843,"20","RL",79,8910,NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","Mn","ALQ",655,"Unf",0,0,655,"GasA","AboveAvg","Y","SBrkr",1194,0,0,1194,0,1,1,0,3,1,"Avg",6,"Typ",1,"BelowAvg","BuiltIn",1954,"Fin",2,539,"Avg","Avg","Y",0,0,192,0,NA,NA,NA,0,7,2006,"WD",159500
"844",844,"50","RL",75,45600,NA,"IR2","Bnk","Inside","Gtl","ClearCr","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,907,907,"GasA","Avg","Y","SBrkr",1307,1051,0,2358,0,0,3,0,5,1,"Avg",10,"Typ",1,"AboveAvg","Detchd",1908,"Unf",2,360,"BelowAvg","Avg","Y",486,40,175,0,NA,NA,NA,0,9,2008,"WD",240000
"845",845,"70","RM",50,2500,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",7,8,1915,2005,"Gable","other","other","None",0,"AboveAvg","Avg","PConc","Avg","Avg","No","ALQ",299,"Unf",0,611,910,"GasA","AboveAvg","Y","SBrkr",916,910,0,1826,1,0,1,1,4,1,"AboveAvg",7,"Min2",1,"AboveAvg","Attchd",1915,"Unf",1,164,"BelowAvg","BelowAvg","Y",0,0,0,0,NA,NA,NA,0,6,2009,"WD",155000
"846",846,"85","RL",74,8740,NA,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","SFoyer",5,6,1982,1982,"Hip","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","Av","ALQ",672,"Unf",0,168,840,"GasA","Avg","Y","SBrkr",860,0,0,860,1,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1996,"Unf",2,528,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,7,2009,"WD",137000
"847",847,"60","RL",NA,9900,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Feedr","1Fam","2Story",7,5,1968,1968,"Gable","MetalSd","MetalSd","BrkFace",342,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",552,"Unf",0,280,832,"GasA","AboveAvg","Y","SBrkr",1098,880,0,1978,0,0,2,1,4,1,"Avg",9,"Typ",1,"AboveAvg","Attchd",1968,"RFn",2,486,"Avg","Avg","Y",0,43,0,0,NA,"GdPrv",NA,0,4,2008,"WD",176000
"848",848,"30","RM",70,5684,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",6,8,1930,2005,"Hip","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,813,813,"GasA","AboveAvg","Y","FuseA",813,0,0,813,0,0,1,0,2,1,"AboveAvg",5,"Typ",0,NA,"Detchd",1932,"Unf",1,270,"BelowAvg","BelowAvg","N",0,113,0,0,NA,NA,NA,0,6,2006,"WD",110000
"849",849,"45","RM",50,6130,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","ALQ",784,"Unf",0,0,784,"GasA","AboveAvg","Y","SBrkr",784,0,0,784,1,0,1,0,2,1,"AboveAvg",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,116,0,NA,NA,NA,0,5,2008,"WD",109500
"850",850,"20","RL",75,8250,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,7,1964,1964,"Hip","HdBoard","HdBoard","Stone",260,"Avg","Avg","CBlock","AboveAvg","Avg","No","Rec",787,"Unf",0,305,1092,"GasA","AboveAvg","Y","SBrkr",1092,0,0,1092,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1964,"RFn",2,504,"Avg","AboveAvg","Y",0,0,0,0,NA,"MnPrv",NA,0,7,2008,"WD",145000
"851",851,"20","RL",78,11645,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",1300,"Unf",0,434,1734,"GasA","AboveAvg","Y","SBrkr",1734,0,0,1734,1,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2005,"Fin",2,660,"Avg","Avg","Y",160,24,0,0,NA,NA,NA,0,1,2006,"WD",260000
"852",852,"80","RL",NA,14112,NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","Wd Sdng","HdBoard","BrkFace",86,"Avg","Avg","PConc","Avg","Avg","Av","GLQ",1014,"Unf",0,138,1152,"GasA","Avg","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"Avg",6,"Typ",1,"AboveAvg","Attchd",1964,"RFn",2,484,"Avg","Avg","Y",227,0,0,0,NA,NA,NA,0,4,2010,"WD",180500
"853",853,"50","RM",51,6120,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",4,7,1935,1995,"Gable","other","other","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,884,884,"GasA","AboveAvg","Y","SBrkr",989,584,0,1573,0,0,1,0,3,1,"AboveAvg",6,"Typ",0,NA,"Detchd",1935,"Unf",1,240,"Avg","Avg","Y",0,0,174,0,NA,NA,NA,0,7,2009,"WD",133000
"854",854,"20","RL",80,9600,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,5,1969,1969,"Hip","HdBoard","HdBoard","BrkFace",168,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1164,1164,"GasA","Avg","Y","SBrkr",1164,0,0,1164,0,0,1,1,3,1,"Avg",6,"Typ",0,NA,"Attchd",1969,"Unf",2,528,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,7,2006,"other",140000
"855",855,"60","RL",NA,9765,NA,"IR2","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd","BrkFace",68,"AboveAvg","AboveAvg","PConc","AboveAvg","AboveAvg","No","ALQ",310,"Unf",0,370,680,"GasA","AboveAvg","Y","SBrkr",680,790,0,1470,0,0,2,1,3,1,"Avg",6,"Typ",1,"Avg","BuiltIn",1993,"Fin",2,420,"Avg","Avg","Y",232,63,0,0,NA,NA,"Shed",480,4,2009,"WD",185000
"856",856,"45","RM",55,4388,NA,"IR1","Bnk","Inside","Gtl","OldTown","Feedr","1Fam","1.5Unf",5,7,1930,1950,"Gable","other","Wd Sdng","None",0,"Avg","AboveAvg","BrkTil","Avg","Avg","No","LwQ",116,"Unf",0,556,672,"GasA","AboveAvg","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"Avg",5,"Typ",1,"Avg",NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,NA,NA,NA,0,6,2007,"WD",87000
"857",857,"20","RL",NA,9248,NA,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",6,6,1992,1992,"Gable","HdBoard","HdBoard","BrkFace",106,"Avg","Avg","PConc","AboveAvg","Avg","No","GLQ",560,"Unf",0,598,1158,"GasA","AboveAvg","Y","SBrkr",1167,0,0,1167,1,0,2,0,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",1992,"RFn",2,400,"Avg","Avg","Y",120,26,0,0,NA,NA,NA,0,7,2009,"WD",173000
"858",858,"80","RL",85,9350,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",6,7,1964,1991,"Hip","HdBoard","HdBoard","BrkFace",108,"Avg","Avg","CBlock","AboveAvg","Avg","Gd","LwQ",270,"ALQ",580,452,1302,"GasA","AboveAvg","Y","SBrkr",1302,0,0,1302,0,1,2,0,3,1,"AboveAvg",7,"Min1",0,NA,"Attchd",1964,"RFn",1,309,"Avg","Avg","Y",333,0,0,0,NA,"MnPrv",NA,0,10,2007,"other",158000
"859",859,"80","RL",37,7937,NA,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","SLvl",6,6,1984,1984,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","Av","GLQ",819,"Unf",0,184,1003,"GasA","Avg","Y","SBrkr",1003,0,0,1003,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Detchd",1984,"Unf",2,588,"Avg","Avg","Y",120,0,0,0,NA,"GdPrv",NA,0,3,2006,"WD",142500
"860",860,"20","RL",NA,11425,NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",486,"Unf",0,522,1008,"GasA","AboveAvg","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"Avg",4,"Typ",1,"AboveAvg","Attchd",1954,"RFn",1,275,"Avg","Avg","Y",0,0,120,0,NA,NA,NA,0,7,2006,"WD",137000
"861",861,"20","RL",NA,23595,NA,"Reg","Low","Inside","Sev","ClearCr","Norm","1Fam","1Story",7,6,1979,1979,"other","Plywood","Plywood","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Gd","GLQ",1258,"Unf",0,74,1332,"GasA","Avg","Y","SBrkr",1332,192,0,1524,2,0,0,1,0,1,"AboveAvg",4,"Typ",1,"Avg","Attchd",1979,"Fin",2,586,"Avg","Avg","Y",268,0,0,0,NA,NA,NA,0,4,2010,"WD",260000
"862",862,"120","RH",34,4058,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","TwnhsE","SFoyer",7,5,1998,1998,"Gable","MetalSd","MetalSd","BrkFace",182,"Avg","Avg","PConc","AboveAvg","Avg","Av","GLQ",584,"LwQ",139,0,723,"GasA","AboveAvg","Y","SBrkr",767,0,0,767,1,0,1,0,1,1,"Avg",4,"Typ",0,NA,"Attchd",1998,"Fin",1,367,"Avg","Avg","Y",120,40,0,0,NA,NA,NA,0,6,2007,"WD",133000
"863",863,"160","RM",21,1680,NA,"Reg","Lvl","Inside","Gtl","other","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CemntBd","CmentBd","BrkFace",268,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",231,"Unf",0,399,630,"GasA","Avg","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"Avg",6,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"Avg","Avg","Y",185,0,0,0,NA,NA,NA,0,2,2009,"WD",119500
"864",864,"80","RL",NA,14115,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","Plywood","Plywood","BrkFace",225,"Avg","Avg","CBlock","AboveAvg","Avg","Av","GLQ",1036,"Unf",0,336,1372,"GasA","Avg","Y","SBrkr",1472,0,0,1472,1,0,2,0,3,1,"Avg",6,"Typ",2,"Avg","Attchd",1980,"Unf",2,588,"Avg","Avg","Y",233,48,0,0,NA,NA,NA,0,6,2009,"WD",187500
"865",865,"20","RL",73,8760,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","MetalSd","MetalSd","BrkFace",220,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1194,1194,"GasA","Avg","Y","SBrkr",1194,0,0,1194,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1959,"RFn",1,312,"Avg","Avg","Y",0,0,120,0,NA,NA,NA,0,4,2010,"WD",148000
"866",866,"20","RL",100,21750,NA,"Reg","HLS","Inside","Mod","Mitchel","Artery","1Fam","1Story",5,5,1954,1954,"Hip","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,988,988,"GasA","AboveAvg","Y","FuseA",988,0,0,988,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Attchd",1954,"RFn",2,520,"Avg","Avg","N",0,0,0,0,NA,NA,NA,0,2,2008,"WD",113000
"867",867,"20","FV",84,11096,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",24,"Unf",0,1632,1656,"GasA","AboveAvg","Y","SBrkr",1656,0,0,1656,0,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2006,"RFn",3,826,"Avg","Avg","Y",0,146,0,0,NA,NA,NA,0,7,2007,"WD",249700
"868",868,"20","RL",NA,8544,NA,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","1Story",5,6,1966,2006,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1228,1228,"GasA","AboveAvg","Y","SBrkr",1228,0,0,1228,0,0,1,1,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",1966,"Unf",1,271,"Avg","Avg","Y",0,65,0,0,NA,"MnPrv",NA,0,6,2008,"WD",149350
"869",869,"50","RL",52,6292,NA,"Reg","Lvl","Inside","Gtl","other","Norm","1Fam","1.5Fin",7,7,1928,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,861,861,"GasA","AboveAvg","Y","SBrkr",877,600,0,1477,0,1,2,0,3,1,"Avg",6,"Typ",1,"AboveAvg","Detchd",1928,"Unf",1,216,"Avg","Avg","Y",0,50,0,0,NA,NA,NA,0,8,2009,"WD",145000
"870",870,"30","RM",60,8520,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",6,8,1928,2003,"Gable","VinylSd","VinylSd","None",0,"Avg","AboveAvg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,624,624,"GasA","AboveAvg","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"Avg",5,"Typ",0,NA,"Detchd",2005,"Unf",2,484,"Avg","Avg","Y",106,0,0,0,NA,NA,NA,0,5,2010,"WD",105900
"871",871,"20","RL",NA,9790,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Feedr","1Fam","1Story",6,5,1967,1967,"Gable","BrkFace","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",251,"LwQ",630,491,1372,"GasA","Avg","Y","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"Avg",7,"Typ",1,"AboveAvg","Attchd",1967,"Unf",2,457,"Avg","Avg","Y",0,0,197,0,NA,NA,NA,0,9,2009,"WD",161500
"872",872,"60","RL",100,10839,NA,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1997,1998,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,926,926,"GasA","AboveAvg","Y","SBrkr",926,678,0,1604,0,0,2,1,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1997,"Fin",2,470,"Avg","Avg","Y",0,36,0,0,NA,NA,NA,0,7,2008,"WD",181000
"873",873,"50","RL",86,11500,NA,"IR1","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1.5Fin",7,7,1936,1987,"Gable","BrkFace","BrkFace","None",0,"AboveAvg","Avg","CBlock","AboveAvg","Avg","No","Rec",223,"Unf",0,794,1017,"GasA","AboveAvg","Y","SBrkr",1020,1037,0,2057,0,0,1,1,3,1,"AboveAvg",6,"Typ",1,"AboveAvg","Attchd",1936,"Fin",1,180,"BelowAvg","Avg","Y",0,0,322,0,NA,NA,NA,0,6,2006,"WD",250000
"874",874,"20","RL",116,13501,NA,"IR1","Lvl","Corner","Gtl","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",208,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",63,"Unf",0,1560,1623,"GasA","AboveAvg","Y","SBrkr",1636,0,0,1636,1,0,2,0,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2006,"RFn",3,865,"Avg","Avg","Y",0,60,0,0,NA,NA,NA,0,6,2007,"WD",255000
